date,dogecoin_unscaled,dogecoin_monthly,isPartial,scale,dogecoin
2019-07-16,23,0.0,,0.0,0.0
2019-07-17,28,0.0,,0.0,0.0
2019-07-18,13,0.0,,0.0,0.0
2019-07-19,23,0.0,,0.0,0.0
2019-07-20,27,0.0,,0.0,0.0
2019-07-21,14,0.0,False,0.0,0.0
2019-07-22,21,0.0,,0.0,0.0
2019-07-23,14,0.0,,0.0,0.0
2019-07-24,11,0.0,,0.0,0.0
2019-07-25,19,0.0,,0.0,0.0
2019-07-26,6,0.0,,0.0,0.0
2019-07-27,21,0.0,,0.0,0.0
2019-07-28,18,0.0,False,0.0,0.0
2019-07-29,18,0.0,,0.0,0.0
2019-07-30,20,0.0,,0.0,0.0
2019-07-31,15,0.0,,0.0,0.0
2019-08-01,84,0.0,,0.0,0.0
2019-08-02,75,0.0,,0.0,0.0
2019-08-03,44,0.0,,0.0,0.0
2019-08-04,67,0.0,False,0.0,0.0
2019-08-05,79,0.0,,0.0,0.0
2019-08-06,77,0.0,,0.0,0.0
2019-08-07,52,0.0,,0.0,0.0
2019-08-08,39,0.0,,0.0,0.0
2019-08-09,100,0.0,,0.0,0.0
2019-08-10,96,0.0,,0.0,0.0
2019-08-11,81,0.0,False,0.0,0.0
2019-08-12,83,0.0,,0.0,0.0
2019-08-13,64,0.0,,0.0,0.0
2019-08-14,42,0.0,,0.0,0.0
2019-08-15,58,0.0,,0.0,0.0
2019-08-16,66,0.0,,0.0,0.0
2019-08-17,65,0.0,,0.0,0.0
2019-08-18,50,0.0,False,0.0,0.0
2019-08-19,75,0.0,,0.0,0.0
2019-08-20,63,0.0,,0.0,0.0
2019-08-21,63,0.0,,0.0,0.0
2019-08-22,76,0.0,,0.0,0.0
2019-08-23,79,0.0,,0.0,0.0
2019-08-24,29,0.0,,0.0,0.0
2019-08-25,36,0.0,False,0.0,0.0
2019-08-26,44,0.0,,0.0,0.0
2019-08-27,80,0.0,,0.0,0.0
2019-08-28,61,0.0,,0.0,0.0
2019-08-29,50,0.0,,0.0,0.0
2019-08-30,31,0.0,,0.0,0.0
2019-08-31,28,0.0,,0.0,0.0
2019-09-01,31,0.0,False,0.0,0.0
2019-09-02,70,0.0,,0.0,0.0
2019-09-03,46,0.0,,0.0,0.0
2019-09-04,87,0.0,,0.0,0.0
2019-09-05,47,0.0,,0.0,0.0
2019-09-06,41,0.0,,0.0,0.0
2019-09-07,61,0.0,,0.0,0.0
2019-09-08,46,0.0,False,0.0,0.0
2019-09-09,100,0.0,,0.0,0.0
2019-09-10,94,0.0,,0.0,0.0
2019-09-11,73,0.0,,0.0,0.0
2019-09-12,93,0.0,,0.0,0.0
2019-09-13,56,0.0,,0.0,0.0
2019-09-14,77,0.0,,0.0,0.0
2019-09-15,76,0.0,False,0.0,0.0
2019-09-16,60,0.0,,0.0,0.0
2019-09-17,73,0.0,,0.0,0.0
2019-09-18,33,0.0,,0.0,0.0
2019-09-19,80,0.0,,0.0,0.0
2019-09-20,77,0.0,,0.0,0.0
2019-09-21,46,0.0,,0.0,0.0
2019-09-22,52,0.0,False,0.0,0.0
2019-09-23,45,0.0,,0.0,0.0
2019-09-24,59,0.0,,0.0,0.0
2019-09-25,77,0.0,,0.0,0.0
2019-09-26,73,0.0,,0.0,0.0
2019-09-27,83,0.0,,0.0,0.0
2019-09-28,38,0.0,,0.0,0.0
2019-09-29,37,0.0,False,0.0,0.0
2019-09-30,40,0.0,,0.0,0.0
2019-10-01,68,0.0,,0.0,0.0
2019-10-02,41,0.0,,0.0,0.0
2019-10-03,63,0.0,,0.0,0.0
2019-10-04,65,0.0,,0.0,0.0
2019-10-05,89,0.0,,0.0,0.0
2019-10-06,63,0.0,False,0.0,0.0
2019-10-07,91,0.0,,0.0,0.0
2019-10-08,56,0.0,,0.0,0.0
2019-10-09,70,0.0,,0.0,0.0
2019-10-10,56,0.0,,0.0,0.0
2019-10-11,100,0.0,,0.0,0.0
2019-10-12,80,0.0,,0.0,0.0
2019-10-13,47,0.0,False,0.0,0.0
2019-10-14,42,0.0,,0.0,0.0
2019-10-15,69,0.0,,0.0,0.0
2019-10-16,76,0.0,,0.0,0.0
2019-10-17,98,0.0,,0.0,0.0
2019-10-18,88,0.0,,0.0,0.0
2019-10-19,63,0.0,,0.0,0.0
2019-10-20,47,0.0,False,0.0,0.0
2019-10-21,68,0.0,,0.0,0.0
2019-10-22,53,0.0,,0.0,0.0
2019-10-23,62,0.0,,0.0,0.0
2019-10-24,96,0.0,,0.0,0.0
2019-10-25,51,0.0,,0.0,0.0
2019-10-26,48,0.0,,0.0,0.0
2019-10-27,39,0.0,False,0.0,0.0
2019-10-28,41,0.0,,0.0,0.0
2019-10-29,49,0.0,,0.0,0.0
2019-10-30,90,0.0,,0.0,0.0
2019-10-31,36,0.0,,0.0,0.0
2019-11-01,97,0.0,,0.0,0.0
2019-11-02,34,0.0,,0.0,0.0
2019-11-03,99,0.0,False,0.0,0.0
2019-11-04,60,0.0,,0.0,0.0
2019-11-05,66,0.0,,0.0,0.0
2019-11-06,67,0.0,,0.0,0.0
2019-11-07,89,0.0,,0.0,0.0
2019-11-08,62,0.0,,0.0,0.0
2019-11-09,41,0.0,,0.0,0.0
2019-11-10,74,0.0,False,0.0,0.0
2019-11-11,89,0.0,,0.0,0.0
2019-11-12,81,0.0,,0.0,0.0
2019-11-13,30,0.0,,0.0,0.0
2019-11-14,88,0.0,,0.0,0.0
2019-11-15,47,0.0,,0.0,0.0
2019-11-16,60,0.0,,0.0,0.0
2019-11-17,84,0.0,False,0.0,0.0
2019-11-18,52,0.0,,0.0,0.0
2019-11-19,60,0.0,,0.0,0.0
2019-11-20,38,0.0,,0.0,0.0
2019-11-21,77,0.0,,0.0,0.0
2019-11-22,55,0.0,,0.0,0.0
2019-11-23,100,0.0,,0.0,0.0
2019-11-24,58,0.0,False,0.0,0.0
2019-11-25,52,0.0,,0.0,0.0
2019-11-26,52,0.0,,0.0,0.0
2019-11-27,60,0.0,,0.0,0.0
2019-11-28,53,0.0,,0.0,0.0
2019-11-29,47,0.0,,0.0,0.0
2019-11-30,25,0.0,,0.0,0.0
2019-12-01,47,0.0,False,0.0,0.0
2019-12-02,48,0.0,,0.0,0.0
2019-12-03,76,0.0,,0.0,0.0
2019-12-04,42,0.0,,0.0,0.0
2019-12-05,64,0.0,,0.0,0.0
2019-12-06,58,0.0,,0.0,0.0
2019-12-07,16,0.0,,0.0,0.0
2019-12-08,40,0.0,False,0.0,0.0
2019-12-09,35,0.0,,0.0,0.0
2019-12-10,71,0.0,,0.0,0.0
2019-12-11,28,0.0,,0.0,0.0
2019-12-12,50,0.0,,0.0,0.0
2019-12-13,51,0.0,,0.0,0.0
2019-12-14,71,0.0,,0.0,0.0
2019-12-15,24,0.0,False,0.0,0.0
2019-12-16,21,0.0,,0.0,0.0
2019-12-17,77,0.0,,0.0,0.0
2019-12-18,28,0.0,,0.0,0.0
2019-12-19,87,0.0,,0.0,0.0
2019-12-20,54,0.0,,0.0,0.0
2019-12-21,57,0.0,,0.0,0.0
2019-12-22,32,0.0,False,0.0,0.0
2019-12-23,90,0.0,,0.0,0.0
2019-12-24,65,0.0,,0.0,0.0
2019-12-25,18,0.0,,0.0,0.0
2019-12-26,46,0.0,,0.0,0.0
2019-12-27,100,0.0,,0.0,0.0
2019-12-28,56,0.0,,0.0,0.0
2019-12-29,40,0.0,False,0.0,0.0
2019-12-30,59,0.0,,0.0,0.0
2019-12-31,40,0.0,,0.0,0.0
2020-01-01,26,0.0,,0.0,0.0
2020-01-02,56,0.0,,0.0,0.0
2020-01-03,44,0.0,,0.0,0.0
2020-01-04,47,0.0,,0.0,0.0
2020-01-05,71,0.0,False,0.0,0.0
2020-01-06,49,0.0,,0.0,0.0
2020-01-07,90,0.0,,0.0,0.0
2020-01-08,73,0.0,,0.0,0.0
2020-01-09,37,0.0,,0.0,0.0
2020-01-10,70,0.0,,0.0,0.0
2020-01-11,77,0.0,,0.0,0.0
2020-01-12,47,0.0,False,0.0,0.0
2020-01-13,44,0.0,,0.0,0.0
2020-01-14,64,0.0,,0.0,0.0
2020-01-15,41,0.0,,0.0,0.0
2020-01-16,68,0.0,,0.0,0.0
2020-01-17,70,0.0,,0.0,0.0
2020-01-18,59,0.0,,0.0,0.0
2020-01-19,52,0.0,False,0.0,0.0
2020-01-20,48,0.0,,0.0,0.0
2020-01-21,31,0.0,,0.0,0.0
2020-01-22,36,0.0,,0.0,0.0
2020-01-23,58,0.0,,0.0,0.0
2020-01-24,48,0.0,,0.0,0.0
2020-01-25,30,0.0,,0.0,0.0
2020-01-26,87,0.0,False,0.0,0.0
2020-01-27,82,0.0,,0.0,0.0
2020-01-28,77,0.0,,0.0,0.0
2020-01-29,21,0.0,,0.0,0.0
2020-01-30,100,0.0,,0.0,0.0
2020-01-31,76,0.0,,0.0,0.0
2020-02-01,47,0.0,,0.0,0.0
2020-02-02,52,0.0,False,0.0,0.0
2020-02-03,57,0.0,,0.0,0.0
2020-02-04,51,0.0,,0.0,0.0
2020-02-05,58,0.0,,0.0,0.0
2020-02-06,73,0.0,,0.0,0.0
2020-02-07,93,0.0,,0.0,0.0
2020-02-08,100,0.0,,0.0,0.0
2020-02-09,97,0.0,False,0.0,0.0
2020-02-10,66,0.0,,0.0,0.0
2020-02-11,76,0.0,,0.0,0.0
2020-02-12,61,0.0,,0.0,0.0
2020-02-13,41,0.0,,0.0,0.0
2020-02-14,64,0.0,,0.0,0.0
2020-02-15,93,0.0,,0.0,0.0
2020-02-16,17,0.0,False,0.0,0.0
2020-02-17,52,0.0,,0.0,0.0
2020-02-18,55,0.0,,0.0,0.0
2020-02-19,56,0.0,,0.0,0.0
2020-02-20,55,0.0,,0.0,0.0
2020-02-21,59,0.0,,0.0,0.0
2020-02-22,52,0.0,,0.0,0.0
2020-02-23,68,0.0,False,0.0,0.0
2020-02-24,76,0.0,,0.0,0.0
2020-02-25,81,0.0,,0.0,0.0
2020-02-26,83,0.0,,0.0,0.0
2020-02-27,39,0.0,,0.0,0.0
2020-02-28,47,0.0,,0.0,0.0
2020-02-29,33,0.0,,0.0,0.0
2020-03-01,49,0.0,False,0.0,0.0
2020-03-02,32,0.0,,0.0,0.0
2020-03-03,88,0.0,,0.0,0.0
2020-03-04,100,0.0,,0.0,0.0
2020-03-05,68,0.0,,0.0,0.0
2020-03-06,29,0.0,,0.0,0.0
2020-03-07,37,0.0,,0.0,0.0
2020-03-08,59,0.0,False,0.0,0.0
2020-03-09,76,0.0,,0.0,0.0
2020-03-10,64,0.0,,0.0,0.0
2020-03-11,43,0.0,,0.0,0.0
2020-03-12,63,0.0,,0.0,0.0
2020-03-13,53,0.0,,0.0,0.0
2020-03-14,50,0.0,,0.0,0.0
2020-03-15,54,0.0,False,0.0,0.0
2020-03-16,51,0.0,,0.0,0.0
2020-03-17,63,0.0,,0.0,0.0
2020-03-18,73,0.0,,0.0,0.0
2020-03-19,52,0.0,,0.0,0.0
2020-03-20,24,0.0,,0.0,0.0
2020-03-21,31,0.0,,0.0,0.0
2020-03-22,22,0.0,False,0.0,0.0
2020-03-23,51,0.0,,0.0,0.0
2020-03-24,62,0.0,,0.0,0.0
2020-03-25,44,0.0,,0.0,0.0
2020-03-26,32,0.0,,0.0,0.0
2020-03-27,49,0.0,,0.0,0.0
2020-03-28,39,0.0,,0.0,0.0
2020-03-29,43,0.0,False,0.0,0.0
2020-03-30,46,0.0,,0.0,0.0
2020-03-31,49,0.0,,0.0,0.0
2020-04-01,44,0.0,,0.0,0.0
2020-04-02,52,0.0,,0.0,0.0
2020-04-03,49,0.0,,0.0,0.0
2020-04-04,32,0.0,,0.0,0.0
2020-04-05,27,0.0,False,0.0,0.0
2020-04-06,40,0.0,,0.0,0.0
2020-04-07,56,0.0,,0.0,0.0
2020-04-08,73,0.0,,0.0,0.0
2020-04-09,25,0.0,,0.0,0.0
2020-04-10,61,0.0,,0.0,0.0
2020-04-11,59,0.0,,0.0,0.0
2020-04-12,51,0.0,False,0.0,0.0
2020-04-13,33,0.0,,0.0,0.0
2020-04-14,28,0.0,,0.0,0.0
2020-04-15,44,0.0,,0.0,0.0
2020-04-16,24,0.0,,0.0,0.0
2020-04-17,82,0.0,,0.0,0.0
2020-04-18,50,0.0,,0.0,0.0
2020-04-19,45,0.0,False,0.0,0.0
2020-04-20,80,0.0,,0.0,0.0
2020-04-21,55,0.0,,0.0,0.0
2020-04-22,41,0.0,,0.0,0.0
2020-04-23,70,0.0,,0.0,0.0
2020-04-24,54,0.0,,0.0,0.0
2020-04-25,69,0.0,,0.0,0.0
2020-04-26,100,1.0,False,0.01,1.0
2020-04-27,96,1.0,,0.01,0.96
2020-04-28,51,1.0,,0.01,0.51
2020-04-29,71,1.0,,0.01,0.71
2020-04-30,89,1.0,,0.01,0.89
2020-05-01,73,1.0,,0.01,0.73
2020-05-02,73,1.0,,0.01,0.73
2020-05-03,80,0.0,False,0.0,0.0
2020-05-04,68,0.0,,0.0,0.0
2020-05-05,56,0.0,,0.0,0.0
2020-05-06,82,0.0,,0.0,0.0
2020-05-07,61,0.0,,0.0,0.0
2020-05-08,43,0.0,,0.0,0.0
2020-05-09,63,0.0,,0.0,0.0
2020-05-10,100,0.0,False,0.0,0.0
2020-05-11,74,0.0,,0.0,0.0
2020-05-12,97,0.0,,0.0,0.0
2020-05-13,87,0.0,,0.0,0.0
2020-05-14,70,0.0,,0.0,0.0
2020-05-15,61,0.0,,0.0,0.0
2020-05-16,37,0.0,,0.0,0.0
2020-05-17,75,0.0,False,0.0,0.0
2020-05-18,69,0.0,,0.0,0.0
2020-05-19,37,0.0,,0.0,0.0
2020-05-20,74,0.0,,0.0,0.0
2020-05-21,77,0.0,,0.0,0.0
2020-05-22,71,0.0,,0.0,0.0
2020-05-23,64,0.0,,0.0,0.0
2020-05-24,65,0.0,False,0.0,0.0
2020-05-25,73,0.0,,0.0,0.0
2020-05-26,61,0.0,,0.0,0.0
2020-05-27,76,0.0,,0.0,0.0
2020-05-28,98,0.0,,0.0,0.0
2020-05-29,73,0.0,,0.0,0.0
2020-05-30,32,0.0,,0.0,0.0
2020-05-31,60,0.0,False,0.0,0.0
2020-06-01,51,0.0,,0.0,0.0
2020-06-02,79,0.0,,0.0,0.0
2020-06-03,70,0.0,,0.0,0.0
2020-06-04,74,0.0,,0.0,0.0
2020-06-05,94,0.0,,0.0,0.0
2020-06-06,32,0.0,,0.0,0.0
2020-06-07,64,0.0,False,0.0,0.0
2020-06-08,100,0.0,,0.0,0.0
2020-06-09,68,0.0,,0.0,0.0
2020-06-10,79,0.0,,0.0,0.0
2020-06-11,91,0.0,,0.0,0.0
2020-06-12,54,0.0,,0.0,0.0
2020-06-13,66,0.0,,0.0,0.0
2020-06-14,64,0.0,False,0.0,0.0
2020-06-15,57,0.0,,0.0,0.0
2020-06-16,88,0.0,,0.0,0.0
2020-06-17,91,0.0,,0.0,0.0
2020-06-18,97,0.0,,0.0,0.0
2020-06-19,59,0.0,,0.0,0.0
2020-06-20,79,0.0,,0.0,0.0
2020-06-21,33,0.0,False,0.0,0.0
2020-06-22,47,0.0,,0.0,0.0
2020-06-23,75,0.0,,0.0,0.0
2020-06-24,47,0.0,,0.0,0.0
2020-06-25,71,0.0,,0.0,0.0
2020-06-26,48,0.0,,0.0,0.0
2020-06-27,65,0.0,,0.0,0.0
2020-06-28,58,0.0,False,0.0,0.0
2020-06-29,64,0.0,,0.0,0.0
2020-06-30,58,0.0,,0.0,0.0
2020-07-01,6,0.0,,0.0,0.0
2020-07-02,5,0.0,,0.0,0.0
2020-07-03,4,0.0,,0.0,0.0
2020-07-04,6,0.0,,0.0,0.0
2020-07-05,4,3.0,False,0.03,0.12
2020-07-06,16,3.0,,0.03,0.48
2020-07-07,32,3.0,,0.03,0.96
2020-07-08,100,3.0,,0.03,3.0
2020-07-09,81,3.0,,0.03,2.4299999999999997
2020-07-10,38,3.0,,0.03,1.14
2020-07-11,18,3.0,,0.03,0.54
2020-07-12,19,1.0,False,0.01,0.19
2020-07-13,15,1.0,,0.01,0.15
2020-07-14,12,1.0,,0.01,0.12
2020-07-15,12,1.0,,0.01,0.12
2020-07-16,11,1.0,,0.01,0.11
2020-07-17,9,1.0,,0.01,0.09
2020-07-18,44,1.0,,0.01,0.44
2020-07-19,25,1.0,False,0.01,0.25
2020-07-20,12,1.0,,0.01,0.12
2020-07-21,8,1.0,,0.01,0.08
2020-07-22,8,1.0,,0.01,0.08
2020-07-23,11,1.0,,0.01,0.11
2020-07-24,8,1.0,,0.01,0.08
2020-07-25,9,1.0,,0.01,0.09
2020-07-26,12,1.0,False,0.01,0.12
2020-07-27,9,1.0,,0.01,0.09
2020-07-28,11,1.0,,0.01,0.11
2020-07-29,9,1.0,,0.01,0.09
2020-07-30,7,1.0,,0.01,0.07
2020-07-31,9,1.0,,0.01,0.09
2020-08-01,100,1.0,,0.01,1.0
2020-08-02,62,1.0,False,0.01,0.62
2020-08-03,32,1.0,,0.01,0.32
2020-08-04,62,1.0,,0.01,0.62
2020-08-05,86,1.0,,0.01,0.86
2020-08-06,57,1.0,,0.01,0.5700000000000001
2020-08-07,50,1.0,,0.01,0.5
2020-08-08,42,1.0,,0.01,0.42
2020-08-09,50,1.0,False,0.01,0.5
2020-08-10,59,1.0,,0.01,0.59
2020-08-11,45,1.0,,0.01,0.45
2020-08-12,53,1.0,,0.01,0.53
2020-08-13,62,1.0,,0.01,0.62
2020-08-14,49,1.0,,0.01,0.49
2020-08-15,58,1.0,,0.01,0.58
2020-08-16,48,0.0,False,0.0,0.0
2020-08-17,66,0.0,,0.0,0.0
2020-08-18,37,0.0,,0.0,0.0
2020-08-19,42,0.0,,0.0,0.0
2020-08-20,41,0.0,,0.0,0.0
2020-08-21,44,0.0,,0.0,0.0
2020-08-22,39,0.0,,0.0,0.0
2020-08-23,41,0.0,False,0.0,0.0
2020-08-24,19,0.0,,0.0,0.0
2020-08-25,28,0.0,,0.0,0.0
2020-08-26,48,0.0,,0.0,0.0
2020-08-27,25,0.0,,0.0,0.0
2020-08-28,32,0.0,,0.0,0.0
2020-08-29,51,0.0,,0.0,0.0
2020-08-30,32,0.0,False,0.0,0.0
2020-08-31,22,0.0,,0.0,0.0
2020-09-01,72,0.0,,0.0,0.0
2020-09-02,82,0.0,,0.0,0.0
2020-09-03,88,0.0,,0.0,0.0
2020-09-04,91,0.0,,0.0,0.0
2020-09-05,72,0.0,,0.0,0.0
2020-09-06,78,0.0,False,0.0,0.0
2020-09-07,90,0.0,,0.0,0.0
2020-09-08,66,0.0,,0.0,0.0
2020-09-09,51,0.0,,0.0,0.0
2020-09-10,77,0.0,,0.0,0.0
2020-09-11,48,0.0,,0.0,0.0
2020-09-12,65,0.0,,0.0,0.0
2020-09-13,77,0.0,False,0.0,0.0
2020-09-14,56,0.0,,0.0,0.0
2020-09-15,77,0.0,,0.0,0.0
2020-09-16,72,0.0,,0.0,0.0
2020-09-17,57,0.0,,0.0,0.0
2020-09-18,65,0.0,,0.0,0.0
2020-09-19,36,0.0,,0.0,0.0
2020-09-20,77,0.0,False,0.0,0.0
2020-09-21,45,0.0,,0.0,0.0
2020-09-22,65,0.0,,0.0,0.0
2020-09-23,61,0.0,,0.0,0.0
2020-09-24,86,0.0,,0.0,0.0
2020-09-25,49,0.0,,0.0,0.0
2020-09-26,67,0.0,,0.0,0.0
2020-09-27,78,0.0,False,0.0,0.0
2020-09-28,47,0.0,,0.0,0.0
2020-09-29,42,0.0,,0.0,0.0
2020-09-30,100,0.0,,0.0,0.0
2020-10-01,54,0.0,,0.0,0.0
2020-10-02,64,0.0,,0.0,0.0
2020-10-03,47,0.0,,0.0,0.0
2020-10-04,61,0.0,False,0.0,0.0
2020-10-05,67,0.0,,0.0,0.0
2020-10-06,88,0.0,,0.0,0.0
2020-10-07,75,0.0,,0.0,0.0
2020-10-08,95,0.0,,0.0,0.0
2020-10-09,67,0.0,,0.0,0.0
2020-10-10,73,0.0,,0.0,0.0
2020-10-11,49,0.0,False,0.0,0.0
2020-10-12,72,0.0,,0.0,0.0
2020-10-13,78,0.0,,0.0,0.0
2020-10-14,71,0.0,,0.0,0.0
2020-10-15,79,0.0,,0.0,0.0
2020-10-16,44,0.0,,0.0,0.0
2020-10-17,80,0.0,,0.0,0.0
2020-10-18,81,0.0,False,0.0,0.0
2020-10-19,79,0.0,,0.0,0.0
2020-10-20,28,0.0,,0.0,0.0
2020-10-21,71,0.0,,0.0,0.0
2020-10-22,95,0.0,,0.0,0.0
2020-10-23,75,0.0,,0.0,0.0
2020-10-24,79,0.0,,0.0,0.0
2020-10-25,56,0.0,False,0.0,0.0
2020-10-26,100,0.0,,0.0,0.0
2020-10-27,79,0.0,,0.0,0.0
2020-10-28,64,0.0,,0.0,0.0
2020-10-29,36,0.0,,0.0,0.0
2020-10-30,89,0.0,,0.0,0.0
2020-10-31,40,0.0,,0.0,0.0
2020-11-01,30,0.0,False,0.0,0.0
2020-11-02,23,0.0,,0.0,0.0
2020-11-03,25,0.0,,0.0,0.0
2020-11-04,45,0.0,,0.0,0.0
2020-11-05,25,0.0,,0.0,0.0
2020-11-06,38,0.0,,0.0,0.0
2020-11-07,27,0.0,,0.0,0.0
2020-11-08,22,0.0,False,0.0,0.0
2020-11-09,40,0.0,,0.0,0.0
2020-11-10,31,0.0,,0.0,0.0
2020-11-11,43,0.0,,0.0,0.0
2020-11-12,38,0.0,,0.0,0.0
2020-11-13,33,0.0,,0.0,0.0
2020-11-14,37,0.0,,0.0,0.0
2020-11-15,32,0.0,False,0.0,0.0
2020-11-16,43,0.0,,0.0,0.0
2020-11-17,46,0.0,,0.0,0.0
2020-11-18,34,0.0,,0.0,0.0
2020-11-19,37,0.0,,0.0,0.0
2020-11-20,45,0.0,,0.0,0.0
2020-11-21,75,0.0,,0.0,0.0
2020-11-22,45,1.0,False,0.01,0.45
2020-11-23,67,1.0,,0.01,0.67
2020-11-24,100,1.0,,0.01,1.0
2020-11-25,63,1.0,,0.01,0.63
2020-11-26,38,1.0,,0.01,0.38
2020-11-27,44,1.0,,0.01,0.44
2020-11-28,60,1.0,,0.01,0.6
2020-11-29,75,0.0,False,0.0,0.0
2020-11-30,54,0.0,,0.0,0.0
2020-12-01,11,0.0,,0.0,0.0
2020-12-02,6,0.0,,0.0,0.0
2020-12-03,7,0.0,,0.0,0.0
2020-12-04,13,0.0,,0.0,0.0
2020-12-05,16,0.0,,0.0,0.0
2020-12-06,11,0.0,False,0.0,0.0
2020-12-07,9,0.0,,0.0,0.0
2020-12-08,13,0.0,,0.0,0.0
2020-12-09,14,0.0,,0.0,0.0
2020-12-10,8,0.0,,0.0,0.0
2020-12-11,12,0.0,,0.0,0.0
2020-12-12,12,0.0,,0.0,0.0
2020-12-13,13,1.0,False,0.01,0.13
2020-12-14,9,1.0,,0.01,0.09
2020-12-15,12,1.0,,0.01,0.12
2020-12-16,8,1.0,,0.01,0.08
2020-12-17,22,1.0,,0.01,0.22
2020-12-18,26,1.0,,0.01,0.26
2020-12-19,21,1.0,,0.01,0.21
2020-12-20,78,2.0,False,0.02,1.56
2020-12-21,100,2.0,,0.02,2.0
2020-12-22,39,2.0,,0.02,0.78
2020-12-23,30,2.0,,0.02,0.6
2020-12-24,24,2.0,,0.02,0.48
2020-12-25,22,2.0,,0.02,0.44
2020-12-26,29,2.0,,0.02,0.58
2020-12-27,25,3.0,False,0.03,0.75
2020-12-28,36,3.0,,0.03,1.08
2020-12-29,25,3.0,,0.03,0.75
2020-12-30,39,3.0,,0.03,1.17
2020-12-31,26,3.0,,0.03,0.78
2021-01-01,1,3.0,,0.03,0.03
2021-01-02,6,3.0,,0.03,0.18
2021-01-03,6,6.0,False,0.06,0.36
2021-01-04,3,6.0,,0.06,0.18
2021-01-05,2,6.0,,0.06,0.12
2021-01-06,2,6.0,,0.06,0.12
2021-01-07,2,6.0,,0.06,0.12
2021-01-08,2,6.0,,0.06,0.12
2021-01-09,2,6.0,,0.06,0.12
2021-01-10,2,3.0,False,0.03,0.06
2021-01-11,2,3.0,,0.03,0.06
2021-01-12,1,3.0,,0.03,0.03
2021-01-13,1,3.0,,0.03,0.03
2021-01-14,1,3.0,,0.03,0.03
2021-01-15,1,3.0,,0.03,0.03
2021-01-16,1,3.0,,0.03,0.03
2021-01-17,1,2.0,False,0.02,0.02
2021-01-18,1,2.0,,0.02,0.02
2021-01-19,1,2.0,,0.02,0.02
2021-01-20,1,2.0,,0.02,0.02
2021-01-21,0,2.0,,0.02,0.0
2021-01-22,1,2.0,,0.02,0.02
2021-01-23,1,2.0,,0.02,0.02
2021-01-24,1,52.0,False,0.52,0.52
2021-01-25,1,52.0,,0.52,0.52
2021-01-26,1,52.0,,0.52,0.52
2021-01-27,1,52.0,,0.52,0.52
2021-01-28,20,52.0,,0.52,10.4
2021-01-29,100,52.0,,0.52,52.0
2021-01-30,41,52.0,,0.52,21.32
2021-01-31,23,43.0,False,0.43,9.89
2021-02-01,54,43.0,,0.43,23.22
2021-02-02,30,43.0,,0.43,12.9
2021-02-03,25,43.0,,0.43,10.75
2021-02-04,86,43.0,,0.43,36.98
2021-02-05,50,43.0,,0.43,21.5
2021-02-06,48,43.0,,0.43,20.64
2021-02-07,95,50.0,False,0.5,47.5
2021-02-08,100,50.0,,0.5,50.0
2021-02-09,67,50.0,,0.5,33.5
2021-02-10,47,50.0,,0.5,23.5
2021-02-11,38,50.0,,0.5,19.0
2021-02-12,33,50.0,,0.5,16.5
2021-02-13,26,50.0,,0.5,13.0
2021-02-14,27,21.0,False,0.21,5.67
2021-02-15,33,21.0,,0.21,6.93
2021-02-16,29,21.0,,0.21,6.09
2021-02-17,23,21.0,,0.21,4.83
2021-02-18,23,21.0,,0.21,4.83
2021-02-19,20,21.0,,0.21,4.2
2021-02-20,19,21.0,,0.21,3.9899999999999998
2021-02-21,18,13.0,False,0.13,2.34
2021-02-22,19,13.0,,0.13,2.47
2021-02-23,17,13.0,,0.13,2.21
2021-02-24,18,13.0,,0.13,2.34
2021-02-25,15,13.0,,0.13,1.9500000000000002
2021-02-26,13,13.0,,0.13,1.69
2021-02-27,11,13.0,,0.13,1.4300000000000002
2021-02-28,11,9.0,False,0.09,0.99
2021-03-01,78,9.0,,0.09,7.02
2021-03-02,83,9.0,,0.09,7.47
2021-03-03,68,9.0,,0.09,6.12
2021-03-04,74,9.0,,0.09,6.66
2021-03-05,64,9.0,,0.09,5.76
2021-03-06,68,9.0,,0.09,6.12
2021-03-07,64,9.0,False,0.09,5.76
2021-03-08,92,9.0,,0.09,8.28
2021-03-09,91,9.0,,0.09,8.19
2021-03-10,68,9.0,,0.09,6.12
2021-03-11,65,9.0,,0.09,5.85
2021-03-12,58,9.0,,0.09,5.22
2021-03-13,77,9.0,,0.09,6.93
2021-03-14,100,8.0,False,0.08,8.0
2021-03-15,77,8.0,,0.08,6.16
2021-03-16,75,8.0,,0.08,6.0
2021-03-17,56,8.0,,0.08,4.48
2021-03-18,64,8.0,,0.08,5.12
2021-03-19,50,8.0,,0.08,4.0
2021-03-20,50,8.0,,0.08,4.0
2021-03-21,46,5.0,False,0.05,2.3000000000000003
2021-03-22,40,5.0,,0.05,2.0
2021-03-23,45,5.0,,0.05,2.25
2021-03-24,43,5.0,,0.05,2.15
2021-03-25,40,5.0,,0.05,2.0
2021-03-26,37,5.0,,0.05,1.85
2021-03-27,30,5.0,,0.05,1.5
2021-03-28,28,6.0,False,0.06,1.68
2021-03-29,37,6.0,,0.06,2.2199999999999998
2021-03-30,38,6.0,,0.06,2.28
2021-03-31,32,6.0,,0.06,1.92
2021-04-01,5,6.0,,0.06,0.3
2021-04-02,4,6.0,,0.06,0.24
2021-04-03,3,6.0,,0.06,0.18
2021-04-04,3,6.0,False,0.06,0.18
